Time,Temperature(℃),Feels Like(℃),Dew Point(℃),Humidity(%),Solar(W/m²),UVI,Rain Rate(in/hr),Daily(in),Event(in),Hourly(in),Weekly(in),Monthly(in),Wind Speed(mph),Wind Gust(mph),Wind Direction(º),Relative(inHg),Absolute(inHg),Weather Condition
88,29.6,35.5,24.9,66,0,0,0,0,0,0,0,3.87,0.1,1.1,64,28.52,29.19,0
88,29.5,34.8,24.5,64,0,0,0,0,0,0,0,3.87,0,1.1,63,28.53,29.2,0
88,29.2,34.7,24.8,65,0,0,0,0,0,0,0,3.87,0,1.1,195,28.55,29.22,0
88,29.4,35.4,25.3,67,0,0,0,0,0,0,0,3.87,0.3,3.4,130,28.58,29.25,0
88,27.9,32.7,25.2,72,0,0,0,0.61,0.61,0,0.61,4.48,0.2,4.5,119,28.59,29.26,0
88,28.4,33.8,25.3,72,0,0,0,0,0,0,0.61,4.48,0.2,2.2,136,28.51,29.18,0
88,26.2,26.2,24.8,79,0,0,0,0.47,1.91,0,2.52,6.39,0,0,49,28.49,29.16,0
88,27.2,30.6,24.1,74,0,0,0,2.12,4.03,0,2.12,8.51,0.2,1.1,55,28.47,29.14,0
88,26.1,26.1,25.6,82,0,0,0,0.44,0.44,0,2.56,8.95,0,0,169,28.48,29.15,0
88,28.1,33,25.1,72,0,0,0,0.51,0.95,0,3.07,9.46,0,0,208,28.45,29.12,0
88,28.1,33.7,26,77,0,0,0,0.75,1.7,0,3.82,10.21,0,0,182,28.45,29.12,0
88,24.4,24.4,23.7,84,0,0,0,0.87,1.26,0,5.08,11.47,0,0,45,28.48,29.15,0
88,27.1,30.7,24.9,76,0,0,0,0.1,1.36,0,5.18,11.57,0,0,120,28.49,29.16,0
88,24.7,24.7,23.8,81,0,0,0,0.29,3.18,0,0.29,13.39,0,2.2,126,28.56,29.23,0
88,26.3,26.3,24,75,0,0,0,0.02,3.22,0,0.33,13.43,0,0,207,28.65,29.32,0
88,23.7,23.7,23,80,0,0,0,0.71,0.71,0,1.04,14.14,0,0,174,28.7,29.37,0
